"timestamp","total_lots","lot_type","lots_available","carpark_number","update_datetime"
"","133","C","33","KE4","2023-10-01T10:50:21"
"","664","C","374","BJ29","2023-10-01T10:50:39"
"","640","C","302","T72","2023-10-01T10:51:07"
"","350","C","164","A4","2023-10-01T10:50:35"
"","229","C","32","A24","2023-10-01T10:50:37"
"","3","C","0","GEML","2023-10-01T10:50:38"
"","583","C","362","W509","2023-10-01T10:49:41"
"","574","C","430","W516","2023-10-01T10:49:41"
"","659","C","344","HG1B","2023-10-01T10:50:21"
"","258","C","94","BJ24","2023-10-01T10:50:52"
"","305","C","218","BJ27","2023-10-01T10:50:37"
"","1011","C","497","B11","2023-10-01T10:51:09"
"","465","C","332","W86","2023-10-01T10:49:14"
"","524","C","361","W89","2023-10-01T10:49:32"
"","868","C","684","BJ66","2023-10-01T10:50:49"
"","940","C","738","BJ67","2023-10-01T10:50:30"
"","71","C","35","TB18","2023-10-01T10:50:38"
"","210","C","122","TM48","2023-10-01T10:51:07"
"","4","C","0","AR1L","2023-10-01T10:50:29"
"","670","C","428","PL56","2023-10-01T10:50:28"
"","558","C","272","PL60","2023-10-01T10:51:10"
"","581","C","203","B50","2023-10-01T10:50:49"
"","377","C","255","W71","2023-10-01T10:48:53"
"","938","C","528","PL61","2023-10-01T10:51:10"
"","428","C","274","PM21","2023-10-01T10:50:41"
"","716","C","362","Y43","2023-10-01T10:49:44"
"","170","C","0","B54","2023-10-01T10:50:47"
"","46","C","15","B91","2023-10-01T10:50:47"
"","426","C","218","B57","2023-10-01T10:51:10"
"","365","C","157","TJ35","2023-10-01T10:51:11"
"","293","C","184","TJ38","2023-10-01T10:51:11"
"","443","C","276","BL17","2023-10-01T10:50:36"
"","164","C","95","P13","2023-10-01T10:50:34"
"","534","C","334","PL66","2023-10-01T10:50:49"
"","290","C","56","HG12","2023-10-01T10:50:36"
"","150","C","101","HG13","2023-10-01T10:50:28"
"","504","C","224","HG14","2023-10-01T10:50:35"
"","527","C","87","DWSV","2023-10-01T10:46:43"
"","154","Y","46","",""
"","10","H","50","",""
"","648","C","296","T48","2023-10-01T10:50:20"
"","277","C","162","TM45","2023-10-01T10:50:20"
"","540","C","251","B40","2023-10-01T10:50:40"
"","660","C","338","W527","2023-10-01T10:48:19"
"","326","C","141","W536","2023-04-01T08:03:26"
"","322","C","135","T76","2023-10-01T10:51:05"
"","1018","C","536","KE3","2023-10-01T10:50:21"
"","206","C","37","W676","2023-10-01T10:50:49"
"","791","C","342","PR2","2023-10-01T10:49:37"
"","608","C","329","Y25","2023-10-01T10:50:30"
"","114","C","52","Y25M","2023-10-01T10:50:30"
"","360","C","102","HG34","2023-10-01T10:50:35"
"","1719","C","1154","B79","2023-10-01T10:50:37"
"","315","C","110","HG35","2023-10-01T10:50:34"
"","85","C","31","SE37","2023-10-01T10:50:33"
"","352","C","220","SE42","2023-10-01T10:50:35"
"","32","C","11","SE43","2023-10-01T10:50:29"
"","497","C","348","PL54","2023-10-01T10:50:45"
"","364","C","247","PL55","2023-10-01T10:50:45"
"","300","C","215","PL62","2023-10-01T10:50:45"
"","477","C","216","KU2","2023-10-01T10:50:05"
"","337","C","158","KU3","2023-10-01T10:50:18"
"","474","C","196","KU4","2023-10-01T10:50:18"
"","586","C","278","KU1","2023-10-01T10:50:20"
"","101","C","0","KU9","2023-10-01T10:50:21"
"","268","C","159","BR11","2023-10-01T10:50:55"
"","57","C","30","BR12","2023-10-01T10:50:55"
"","325","C","124","HG24","2023-10-01T10:50:26"
"","232","C","87","HG29","2023-10-01T10:50:35"
"","79","C","4","CR6","2023-03-31T14:09:12"
"","563","C","464","SB17","2023-10-01T10:50:42"
"","359","C","257","SB20","2023-10-01T10:50:41"
"","524","C","346","SB25","2023-10-01T10:50:41"
"","143","C","66","SB32","2023-10-01T10:50:41"
"","255","C","189","KE3M","2023-10-01T10:50:21"
"","631","C","389","BL23","2023-10-01T10:50:42"
"","284","C","151","TM50","2023-10-01T10:51:11"
"","521","C","244","PL57","2023-10-01T10:50:50"
"","566","C","383","PL58","2023-10-01T10:50:49"
"","159","C","59","SD1","2023-10-01T10:50:44"
"","725","C","401","PR10","2023-10-01T10:49:59"
"","814","C","439","PM20","2023-10-01T10:48:45"
"","150","C","64","P16","2023-10-01T10:50:35"
"","250","C","120","T12","2023-10-01T10:50:17"
"","392","C","162","T13","2023-10-01T10:50:17"
"","480","C","211","CAM","2023-10-01T10:48:44"
"","140","Y","42","",""
"","10","H","50","",""
"","537","C","347","CKM7","2023-10-01T10:50:42"
"","492","C","298","CKM8","2023-10-01T10:50:38"
"","566","C","260","HG1C","2023-10-01T10:50:37"
"","537","C","404","W56","2023-10-01T10:48:50"
"","567","C","432","W889","2023-10-01T10:48:50"
"","10","C","0","W56L","2023-10-01T10:48:50"
"","286","C","167","W887","2023-10-01T10:49:02"
"","453","C","289","MNM","2023-10-01T10:50:20"
"","170","C","76","T25","2023-10-01T10:50:52"
"","368","C","230","W505","2023-10-01T10:49:04"
"","1000","C","994","PM15","2023-10-01T10:50:32"
"","172","C","57","A59","2023-10-01T10:50:25"
"","183","C","57","BJ21","2023-10-01T10:50:48"
"","1640","C","1367","BJ63","2023-10-01T10:50:49"
"","809","C","787","PM4","2023-10-01T10:50:35"
"","325","C","175","PM5","2023-10-01T10:50:35"
"","1000","C","994","PM2","2023-10-01T10:50:38"
"","220","C","55","PM9","2023-10-01T10:50:38"
"","21","C","10","PRS1","2023-10-01T10:50:38"
"","480","C","341","W76","2023-10-01T10:49:39"
"","388","C","250","W77","2023-10-01T10:49:40"
"","442","C","289","W78","2023-10-01T10:49:40"
"","355","C","273","PM22","2023-10-01T10:50:28"
"","392","C","218","PR12","2023-10-01T10:50:27"
"","4","C","1","DWST","2023-10-01T10:46:31"
"","120","Y","120","",""
"","100","H","50","",""
"","483","C","167","Y51","2023-10-01T10:50:31"
"","486","C","245","Y51M","2023-10-01T10:50:31"
"","397","C","224","Y53M","2023-10-01T10:50:32"
"","248","C","103","Y59M","2023-10-01T10:50:32"
"","383","C","282","Y60M","2023-10-01T10:50:32"
"","553","C","337","Y61M","2023-10-01T10:50:32"
"","204","C","108","T24","2023-10-01T10:50:52"
"","238","C","149","A7","2023-10-01T10:50:44"
"","680","C","307","A36","2023-10-01T10:50:43"
"","303","C","174","A47","2023-10-01T10:50:30"
"","361","C","202","PM35","2023-10-01T10:49:20"
"","765","C","535","P14","2023-10-01T10:50:24"
"","90","C","58","P15","2023-10-01T10:50:25"
"","135","C","46","P17","2023-10-01T10:50:24"
"","250","C","102","T11","2023-10-01T10:50:19"
"","570","C","277","T9","2023-10-01T10:50:19"
"","10","C","2","C21L","2023-10-01T10:46:08"
"","10","Y","4","",""
"","1","H","0","",""
"","35","C","16","A51","2023-10-01T10:50:30"
"","300","C","146","AM19","2023-10-01T10:50:30"
"","217","C","121","W8M","2023-10-01T10:49:22"
"","371","C","104","CK14","2023-10-01T10:50:36"
"","864","C","385","SMM","2023-10-01T10:46:31"
"","240","Y","70","",""
"","10","H","50","",""
"","339","C","240","W103","2023-10-01T10:47:34"
"","22","C","6","W109","2023-10-01T10:47:34"
"","375","C","259","W75","2023-10-01T10:49:11"
"","397","C","206","W53","2023-10-01T10:49:46"
"","524","C","340","W72","2023-10-01T10:49:28"
"","440","C","288","W73","2023-10-01T10:49:28"
"","468","C","94","T49","2023-10-01T10:50:42"
"","164","C","112","T49A","2023-10-01T10:50:42"
"","1117","C","500","PR4","2023-10-01T10:49:50"
"","264","C","165","TBC2","2023-10-01T10:50:43"
"","382","C","140","Y32","2023-10-01T10:46:20"
"","313","C","104","Y31","2023-10-01T10:45:20"
"","491","C","201","BJ19","2023-10-01T10:50:45"
"","246","C","61","CK15","2023-10-01T10:50:51"
"","40","C","12","CK6","2023-10-01T10:50:33"
"","300","C","158","CK6A","2023-10-01T10:50:33"
"","49","C","5","P11","2023-10-01T10:50:29"
"","237","C","114","PM46","2023-10-01T10:49:48"
"","563","C","313","HG1A","2023-10-01T10:50:34"
"","220","C","113","HG36","2023-10-01T10:50:34"
"","201","C","51","HG53","2023-10-01T10:50:23"
"","20","C","0","HG56","2023-10-01T10:50:22"
"","437","C","307","HG80","2023-10-01T10:50:33"
"","595","C","351","Y68M","2023-10-01T10:48:24"
"","6","C","3","Y68L","2023-10-01T10:48:24"
"","499","C","359","W90","2023-10-01T10:50:00"
"","414","C","283","W91","2023-10-01T10:50:00"
"","448","C","369","DRM1","2023-10-01T10:50:56"
"","285","C","213","DRM3","2023-10-01T10:50:56"
"","104","C","42","DRM4","2023-10-01T10:50:56"
"","84","C","44","DRM5","2023-10-01T10:50:56"
"","1325","C","1282","DRS","2023-10-01T10:50:56"
"","235","C","77","BJ20","2023-10-01T10:50:41"
"","253","C","136","BJ68","2023-10-01T10:50:41"
"","392","C","269","DRM2","2023-10-01T10:50:56"
"","330","C","211","TM51","2023-10-01T10:49:07"
"","246","C","162","W67","2023-10-01T10:49:31"
"","114","C","71","W717","2023-10-01T10:49:31"
"","689","C","346","SI13","2023-10-01T10:49:09"
"","390","C","224","Y63M","2023-10-01T10:48:23"
"","427","C","277","Y64M","2023-10-01T10:48:59"
"","633","C","355","A21","2023-10-01T10:50:01"
"","435","C","221","A29","2023-10-01T10:49:48"
"","715","C","398","A63","2023-10-01T10:49:59"
"","44","C","9","A88","2023-10-01T10:49:47"
"","549","C","438","SB10","2023-10-01T10:49:21"
"","444","C","295","SB11","2023-10-01T10:47:57"
"","1267","C","928","SB13","2023-10-01T10:48:42"
"","798","C","590","SB12","2023-10-01T10:49:06"
"","360","C","157","W65","2023-10-01T10:50:13"
"","340","C","170","W66","2023-10-01T10:50:21"
"","974","C","453","T38","2023-10-01T10:49:08"
"","746","C","349","T39","2023-10-01T10:49:09"
"","272","C","175","TM41","2023-10-01T10:49:09"
"","448","C","288","W83","2023-10-01T10:49:11"
"","499","C","291","W84","2023-10-01T10:50:22"
"","98","C","21","CK18","2023-10-01T10:49:47"
"","280","C","135","SE51","2023-10-01T10:51:03"
"","496","C","228","HG33","2023-10-01T10:50:13"
"","267","C","108","A77","2023-10-01T10:49:46"
"","546","C","22","A78","2023-10-01T10:49:53"
"","421","C","322","SB7","2023-10-01T10:49:14"
"","296","C","190","SB8","2023-10-01T10:49:32"
"","486","C","416","SB9","2023-10-01T10:48:41"
"","251","C","59","W41","2023-10-01T10:49:20"
"","373","C","223","W55","2023-10-01T10:49:20"
"","26","C","0","Y29","2023-10-01T10:48:30"
"","303","C","128","BE34","2023-10-01T08:30:07"
"","190","C","3","BE35","2023-10-01T08:30:07"
"","500","C","353","Y65M","2023-10-01T10:48:44"
"","412","C","235","Y66M","2023-10-01T10:48:44"
"","850","C","646","BJ58","2023-10-01T10:49:43"
"","1494","C","1008","W98","2023-10-01T10:50:14"
"","1209","C","634","W61","2023-10-01T10:50:52"
"","655","C","431","TM47","2023-09-20T10:10:26"
"","283","C","254","T7A","2023-09-20T16:28:56"
"","864","C","492","B23M","2023-08-21T10:48:40"
"","154","C","6","A13","2023-10-01T10:51:24"
"","607","C","218","SH1","2023-10-01T10:51:24"
"","854","C","597","BJ50","2023-10-01T10:49:53"
"","1064","C","745","BJ53","2023-10-01T10:50:09"
"","625","C","444","BJ54","2023-10-01T10:49:44"
"","38","C","8","H93L","2023-10-01T10:50:08"
"","899","C","581","HG93","2023-10-01T10:50:14"
"","304","C","110","HG98","2023-10-01T10:50:13"
"","470","C","251","BJ61","2023-10-01T10:50:10"
"","537","C","319","CKM4","2023-10-01T10:49:42"
"","855","C","459","CK74","2023-10-01T10:50:09"
"","1712","C","1336","CK78","2023-10-01T10:49:52"
"","5","C","0","KJML","2023-10-01T10:50:37"
"","173","C","86","KRM","2023-10-01T10:49:36"
"","102","C","0","C29A","2023-10-01T10:50:48"
"","495","C","313","CLRG","2023-10-01T10:50:28"
"","890","C","641","CLTR","2023-10-01T10:50:28"
"","560","C","254","BE18","2023-10-01T10:51:19"
"","424","C","311","BE44","2023-10-01T10:51:19"
"","185","C","100","PDC5","2023-10-01T10:46:37"
"","140","C","114","PDP5","2022-01-12T15:05:16"
"","1530","C","892","GM1M","2023-10-01T10:50:37"
"","331","C","128","CK1","2023-10-01T10:50:11"
"","222","C","105","PDR2","2023-10-01T10:46:34"
"","248","C","131","PDR6","2023-10-01T10:46:30"
"","641","C","382","Y14","2023-10-01T10:48:51"
"","657","C","357","SK1","2023-10-01T10:48:19"
"","659","C","459","SK8","2023-10-01T10:48:13"
"","360","C","228","BRM7","2023-10-01T10:50:39"
"","374","C","210","TPMR","2023-10-01T10:49:50"
"","134","C","0","Y1","2023-10-01T10:37:37"
"","399","C","0","Y2","2023-10-01T10:37:37"
"","434","C","176","Y54M","2023-10-01T10:51:20"
"","169","C","23","PDR7","2023-10-01T10:46:28"
"","346","C","203","PDS1","2023-10-01T10:46:19"
"","45","C","17","PDT8","2023-10-01T10:46:24"
"","171","C","70","PDW7","2023-10-01T10:46:37"
"","53","C","0","CCKC","2023-10-01T10:49:42"
"","485","C","340","UBM2","2023-10-01T10:49:40"
"","6","C","0","BL8L","2023-10-01T10:50:32"
"","249","C","76","Y30M","2023-10-01T10:50:55"
"","190","C","55","WCC","2023-10-01T10:49:47"
"","182","C","100","SB47","2023-10-01T10:48:14"
"","4","C","4","P73L","2023-10-01T10:50:51"
"","227","C","120","S116","2023-10-01T10:48:09"
"","613","C","364","DWSO","2023-10-01T10:41:11"
"","50","H","50","",""
"","189","Y","50","",""
"","17","C","0","BKE3","2023-10-01T10:47:45"
"","17","C","7","BKE2","2023-10-01T10:47:45"
"","336","C","189","S114","2023-10-01T10:48:13"
"","200","C","129","DSR1","2023-10-01T10:43:25"
"","50","H","0","",""
"","194","Y","30","",""
"","616","C","458","DSR2","2023-10-01T10:43:25"
"","50","H","0","",""
"","100","Y","47","",""
"","4","C","0","DSRL","2023-10-01T10:43:25"
"","50","H","0","",""
"","100","Y","97","",""
"","428","C","244","BJ69","2023-10-01T10:50:08"
"","312","C","171","BJ71","2023-10-01T10:50:10"
"","200","C","97","BJ72","2023-10-01T10:50:02"
"","500","C","316","SK54","2023-10-01T10:47:55"
"","469","C","266","HG1F","2023-10-01T10:49:25"
"","500","C","419","CK79","2023-10-01T10:50:52"
"","327","C","267","TPMS","2023-10-01T10:46:56"
"","363","C","168","Y80M","2023-10-01T10:48:03"
"","342","C","193","S115","2023-10-01T10:47:54"
"","71","Y","63","SK9","2023-10-01T10:45:44"
"","0","L","0","SE12","2022-10-05T11:24:29"
"","0","M","0","",""
"","0","S","0","",""
"","445","C","0","A55","2023-10-01T10:50:34"
"","27","C","1","Y49H","2023-10-01T10:49:26"
"","483","C","246","U67","2023-10-01T10:50:10"
"","520","C","277","Y81M","2023-10-01T10:48:03"
"","662","C","450","TPMQ","2023-10-01T10:49:51"
"","66","C","12","SK82","2023-10-01T10:48:01"
"","611","C","360","SK84","2023-10-01T10:48:01"
"","366","C","227","S103","2023-10-01T10:47:49"
"","337","C","168","SK76","2023-10-01T10:48:26"
"","253","C","93","SK79","2023-10-01T10:48:26"
"","26","C","1","KAS","2023-10-01T10:50:28"
"","79","C","3","SLS","2023-10-01T10:50:28"
"","558","C","275","U60","2023-10-01T10:49:57"
"","850","C","444","U58","2023-10-01T10:49:55"
"","266","C","68","TW4","2023-10-01T10:49:51"
"","380","C","178","BE19","2023-10-01T10:50:37"
"","8","C","0","BE22","2023-10-01T10:50:37"
"","732","C","376","PL71","2023-10-01T10:49:44"
"","414","C","181","S107","2023-10-01T10:49:54"
"","350","C","168","U55","2023-10-01T10:49:42"
"","756","C","526","W96","2023-10-01T10:51:34"
"","460","C","125","W25","2023-10-01T10:50:58"
"","311","C","205","Y45","2023-10-01T10:48:55"
"","593","C","273","Y46","2023-10-01T10:48:55"
"","34","C","0","J47","2023-10-01T10:50:44"
"","465","C","284","AM43","2023-10-01T10:50:57"
"","824","C","481","BJ4","2023-10-01T10:49:44"
"","988","C","497","BJ8","2023-10-01T10:49:43"
"","164","C","52","CK66","2023-10-01T10:49:56"
"","165","C","2","J35","2023-10-01T10:50:37"
"","2754","C","2444","CKM5","2023-10-01T10:50:08"
"","935","C","691","CKM6","2023-10-01T10:50:06"
"","167","C","25","GM6A","2023-10-01T10:50:28"
"","464","C","91","SB41","2023-10-01T10:50:42"
"","487","C","264","W785","2023-10-01T10:50:32"
"","680","C","419","CK72","2023-10-01T10:50:04"
"","1004","C","492","U56","2023-10-01T10:49:55"
"","481","C","322","S109","2023-10-01T10:49:38"
"","315","C","185","S110","2023-10-01T10:49:46"
"","360","C","189","BTM3","2023-10-01T10:50:56"
"","1070","C","615","U57","2023-10-01T10:49:57"
"","456","C","238","CKM3","2023-10-01T10:50:05"
"","390","C","155","W783","2023-03-30T10:55:05"
"","388","C","237","TGM4","2023-10-01T10:50:38"
"","350","C","222","Y69M","2023-10-01T10:50:29"
"","1248","C","739","Y70M","2023-10-01T10:50:33"
"","423","C","254","Y71M","2023-10-01T10:50:49"
"","470","C","201","SE9","2023-10-01T10:50:35"
"","920","C","710","BJ60","2023-10-01T10:49:49"
"","289","C","176","C15M","2023-10-01T10:50:54"
"","432","C","286","HG3B","2023-08-01T11:24:10"
"","267","C","114","HG3D","2023-08-01T11:21:53"
"","372","C","168","CK9A","2023-10-01T10:50:04"
"","429","C","205","SGTM","2023-10-01T10:50:22"
"","18","C","0","TPL","2023-10-01T10:50:42"
"","192","C","120","J5","2023-10-01T10:50:33"
"","900","C","527","S108","2023-10-01T10:48:14"
"","816","C","394","SK98","2023-10-01T10:48:21"
"","478","C","333","S106","2023-10-01T10:42:55"
"","24","C","0","BJ57","2023-10-01T10:50:18"
"","339","C","191","S104","2023-10-01T10:48:21"
"","367","C","229","S105","2023-10-01T10:48:12"
"","824","C","427","SK99","2023-10-01T10:48:18"
"","2000","C","1781","BM10","2023-10-01T10:50:28"
"","307","C","203","BM13","2023-10-01T10:50:28"
"","579","C","306","PL75","2023-10-01T10:50:41"
"","472","C","206","PL78","2023-10-01T10:50:40"
"","376","C","201","PL77","2023-10-01T10:50:49"
"","316","C","189","TJ41","2023-10-01T10:50:29"
"","423","C","293","J49M","2023-10-01T10:50:00"
"","126","C","85","TJ42","2023-10-01T10:48:15"
"","501","C","315","CK73","2023-10-01T10:49:50"
"","382","C","202","U64","2023-10-01T10:50:28"
"","333","C","217","W691","2023-10-01T10:51:09"
"","322","C","141","W693","2023-10-01T10:51:03"
"","313","C","198","W694","2023-10-01T10:51:03"
"","719","C","414","SB37","2023-10-01T10:51:08"
"","273","C","183","SB39","2023-10-01T10:51:03"
"","279","C","151","SB36","2023-10-01T10:50:56"
"","666","C","443","SB38","2023-10-01T10:51:12"
"","263","C","166","SB40","2023-10-01T10:50:58"
"","2","C","1","Y77L","2023-01-26T21:53:42"
"","423","C","206","Y77M","2023-10-01T10:51:22"
"","216","C","95","Y78M","2023-10-01T10:51:02"
"","2","C","0","A33","2023-10-01T10:51:15"
"","552","C","368","AM64","2023-10-01T10:51:19"
"","1104","C","620","S100","2023-10-01T10:48:24"
"","773","C","434","PL70","2023-10-01T10:50:57"
"","408","C","215","HG2A","2023-10-01T10:50:34"
"","483","C","331","HG2C","2023-10-01T10:50:42"
"","751","C","486","HRM","2023-10-01T10:50:25"
"","413","C","244","MM6","2023-10-01T10:49:25"
"","496","C","324","TM52","2023-10-01T10:50:36"
"","36","C","6","HG2D","2023-10-01T10:51:03"
"","200","C","96","J44","2023-10-01T10:50:34"
"","452","C","263","U66","2023-10-01T10:50:13"
"","391","C","168","U65","2023-10-01T10:50:13"
"","425","C","205","W182","2023-10-01T10:50:54"
"","540","C","305","W185","2023-10-01T10:50:54"
"","762","C","455","Y73M","2023-10-01T10:51:15"
"","379","C","262","Y74M","2023-10-01T10:51:16"
"","379","C","327","Y75M","2019-03-08T15:56:34"
"","421","C","193","Y76M","2023-10-01T10:51:16"
"","395","C","235","SB42","2023-10-01T10:50:57"
"","4","C","0","S36L","2023-10-01T10:50:56"
"","8","C","1","S38L","2023-10-01T10:51:13"
"","4","C","0","S40L","2023-10-01T10:50:58"
"","8","C","5","Y79L","2023-10-01T10:49:54"
"","83","C","0","U63","2023-10-01T10:50:24"
"","102","C","43","B44B","2023-10-01T10:50:46"
"","305","C","243","C28M","2023-10-01T10:50:23"
"","200","C","121","TWM4","2023-10-01T10:50:19"
"","235","C","172","U54","2023-10-01T10:50:38"
"","139","C","98","J8M","2023-10-01T10:47:04"
"","402","C","147","Y35","2023-10-01T10:50:43"
"","282","C","43","W100","2023-10-01T10:50:32"
"","631","C","384","W546","2023-10-01T10:50:46"
"","278","C","130","BA1","2023-10-01T10:50:34"
"","53","Y","20","HE3","2023-10-01T10:44:19"
"","1","H","0","",""
"","258","C","129","U68","2023-10-01T10:50:37"
"","549","C","353","SB35","2023-10-01T10:51:22"
"","467","C","120","J29","2023-10-01T10:50:17"
"","72","C","32","J74M","2023-10-01T10:50:31"
"","796","C","388","NT3","2023-10-01T10:50:42"
"","343","C","250","TM53","2023-10-01T10:50:35"
"","669","C","323","T47","2023-10-01T10:50:54"
"","172","C","116","T47A","2023-10-01T10:50:42"
"","1000","C","994","TBL","2023-10-01T10:50:45"
"","960","C","580","TBM8","2023-10-01T10:50:44"
"","10","Y","8","C3ML","2023-10-01T10:47:07"
"","1","H","0","",""
"","10","C","7","",""
"","361","C","184","BA2","2023-10-01T10:50:32"
"","102","C","55","K52","2023-10-01T10:50:35"
"","479","C","184","W574","2023-10-01T10:51:15"
"","21","C","9","SE52","2023-10-01T10:51:12"
"","570","C","253","S111","2023-10-01T10:50:40"
"","770","C","511","SK52","2023-10-01T10:50:31"
"","762","C","482","TM46","2023-10-01T10:51:02"
"","469","C","236","NT1","2023-10-01T10:51:01"
"","601","C","363","NT2","2023-10-01T10:50:53"
"","19","C","0","NTL","2023-10-01T10:50:56"
"","2010","C","1943","JS3L","2023-10-01T10:50:23"
"","505","C","308","SB44","2023-10-01T10:50:41"
"","528","C","292","NT4","2023-10-01T10:50:38"
"","318","C","240","DWVT","2023-10-01T10:50:49"
"","59","C","24","SE5L","2023-10-01T10:46:53"
"","242","C","94","HG18","2023-10-01T10:50:54"
"","124","C","45","P12","2023-10-01T10:50:25"
"","622","C","278","BA3","2023-10-01T10:49:33"
"","47","C","0","SK97","2023-10-01T10:50:46"
"","426","C","262","S113","2023-10-01T10:50:43"
"","11","C","4","S13L","2023-10-01T10:50:52"
"","9","C","0","S14L","2023-10-01T10:50:39"
"","303","C","150","B10M","2023-10-01T10:50:37"
"","135","C","86","PDQ5","2023-10-01T10:49:55"
"","327","C","229","SAM","2023-10-01T10:50:06"
"","290","C","220","PD8W","2023-10-01T10:50:00"
"","178","C","147","PDC4","2023-10-01T10:49:42"
"","212","C","56","PDJ3","2023-10-01T10:49:57"
"","316","C","236","PDJ7","2023-10-01T10:49:46"
"","167","C","75","PDP4","2023-10-01T10:49:50"
"","270","C","88","PDW5","2023-10-01T10:49:48"
"","390","C","293","PDW8","2023-10-01T10:50:01"
"","16","Y","6","BM19","2023-10-01T10:39:03"
"","12","C","4","JS4L","2023-10-01T10:50:01"
"","416","C","189","SB45","2023-10-01T10:50:46"
"","443","C","248","SB46","2023-10-01T10:50:51"
"","84","Y","73","C19M","2023-10-01T10:47:03"
"","40","H","0","",""
"","439","C","257","",""
"","473","C","296","B98","2023-10-01T10:50:39"
"","805","C","570","U70","2023-10-01T10:50:21"
"","202","C","110","SB43","2023-10-01T10:47:56"
"","90","C","35","Q41","2023-10-01T10:50:49"
"","770","C","472","SK53","2023-10-01T10:48:08"
"","81","C","39","CKT2","2023-10-01T10:50:52"
"","265","C","109","TM54","2023-10-01T10:50:35"
"","30","C","0","JS5L","2023-10-01T10:50:14"
"","776","C","503","C2M","2023-10-01T10:50:43"
"","77","Y","58","TRM","2023-10-01T10:42:00"
"","50","H","50","",""
"","272","C","128","",""
"","5","C","3","S39L","2023-10-01T10:49:44"
"","725","C","372","HG3L","2023-10-01T10:50:57"
"","299","C","166","HG3E","2023-10-01T10:50:36"
"","164","C","55","HG1","2023-10-01T10:51:01"
"","350","C","188","AM14","2023-10-01T10:49:27"
"","22","C","0","CR1A","2023-10-01T10:49:40"
"","20","C","1","CR1B","2023-10-01T10:49:40"
"","389","C","213","U69","2023-10-01T10:50:03"
"","73","C","43","B48B","2023-10-01T10:46:24"
"","298","C","168","TM55","2023-10-01T10:50:46"
"","99","C","36","T58","2023-10-01T10:50:57"
"","306","C","132","HG1E","2023-10-01T10:49:41"
"","502","C","305","NT6","2023-10-01T10:51:03"
"","38","C","20","BJAL","2023-10-01T10:50:18"
"","604","C","341","DWSP","2023-10-01T10:44:03"
"","50","H","50","",""
"","131","Y","77","",""
"","343","C","197","Y82M","2023-10-01T10:48:01"
"","13","C","0","BJBL","2023-10-01T10:50:18"
"","278","C","73","PDL2","2023-10-01T10:46:36"
"","1489","C","790","NT5","2023-10-01T10:49:51"
"","1129","C","277","A61","2023-10-01T10:51:13"
"","648","C","144","Y38","2023-10-01T10:48:09"
"","964","C","468","BA4","2023-10-01T10:49:31"
"","10","C","0","JS1L","2023-10-01T10:50:11"
"","333","C","189","A26","2023-10-01T10:50:34"
"","679","C","394","B65M","2023-10-01T10:49:17"
"","5","C","0","B65L","2023-10-01T10:49:17"
"","50","H","0","MP17","2023-10-01T10:41:20"
"","17","Y","3","",""
"","306","C","117","BE3","2023-10-01T10:49:56"
"","195","C","96","BE3R","2023-10-01T10:49:56"
"","249","C","145","B8B","2023-10-01T10:49:44"
"","10","H","0","GE1F","2023-10-01T10:41:21"
"","17","Y","8","",""
"","500","C","403","BA6","2023-10-01T10:49:00"
"","352","C","273","BA8","2023-10-01T10:49:46"
"","508","C","384","BA7","2023-10-01T10:49:46"
"","4","C","0","SS1L","2023-10-01T10:49:54"
"","918","C","644","BA9","2023-10-01T10:49:49"
"","2","C","0","H3DL","2023-10-01T10:48:04"
"","10","C","4","H3BL","2023-10-01T10:49:38"
